Name,club,facebook,twitter,instagram,pinterest,logo,Photo,Street,City,State,Zip,Appointment_url,Phone,Food,Tour,Family,Pets,Picnic,Website,Email,Fee,Appointment,Open,Close,atmosphere_id,Bio
Madrone Vineyards Estate,http://www.madronevineyardsestate.com/Club-1863/Club-Options,https://www.facebook.com/madronevineyardsestate,https://twitter.com/madroneestate,https://instagram.com/madronevineyardsestate/,,http://www.wineindustryadvisor.com/wp-content/uploads/2015/08/Madrone-Vineyard-Estate.jpg,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-OliveGrove0.jpg?itok=LY-3L1RJ,777 Madrone Road,Glen Ellen,CA,95442,,707-939-4500,Yes,Yes,Yes,Yes,Yes,http://madronevineyardsestate.com/,Info@madronevineyardsestate.com,15.00,No,10:00,17:00,,"The Madrone Vineyards Estate family tree knits together more than 150 years of history at the heart of Sonoma Valley’s winemaking heritage. The oldest operating winery in Glen Ellen, Madrone Vineyards Estate opened a beautiful new tasting room, returned to its original name from the late 1800s, and offers new tastings, tours and a culinary program featuring Sonoma's finest restaurants like The Fig Cafe, Glen Ellen Star, Olive & Vine, Aventine and Laura Chenel cheeses. With a sunny patio and bocce court amidst 100 year-old vines next to a historic stone barrel cellar built in 1887, sustainable farming and environmental stewardship intersect with small lot winemaking in one of Sonoma's most incomparable settings. The Stewart Family purchased the estate - then named Valley of the Moon - in 2012 adding a small-lot winery to focus on estate-driven wines from the historic property, renovating the tasting room and adding new local culinary and tasting programs. Valley of the Moon wines are produced at the property and honor an important 75-year era when Italian proprietors Enrico Parducci and Peter Domenici grew grapes and made wines at the estate. Valley of the Moon are available nationally in restaurants and wine stores.  Open daily."
Manzanita Creek Wines,http://www.manzanitacreek.com/wine-club/,https://www.facebook.com/ManzanitaCreekWinery,https://twitter.com/manzanitacreek,,,http://secondglass.com/site_media/uploads/user/produceravatar/cache/produceravatar_803_large.png,https://scontent-ord1-1.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/11836906_946636738692937_8860833557349999971_n.jpg?oh=8a30aa15a7865e48f6fbf4957337e34f&oe=567D0F18,8910 Sonoma Hwy,Kenwood,CA,95452,,707-927-4225,,,Yes,Yes,Yes,http://www.manzanitacreek.com,info@manzanitacreek.com,10.00,No,11:00,17:00,,"Manzanita Creek makes a small quantity of award-winning boutique wines made by William and Jack Salerno. We have a beautiful, modern 1500 square foot tasting room where we can showcase our wine, host special tastings, and hold artist receptions for our rotating exhibits of art. 

You'll find us nestled in the heart of beautiful Sonoma Valley, right on Hwy 12 in the Kenwwod Village Center (with plenty of shaded parking!). We share a charming courtyard with our neighbors including a pub and two other tasting rooms. So you can grab a bite next door, or come with a picnic and purchase a bottle of your favorite Manzanita Creek to linger over and enjoy the gardens, shade trees and ambiance of the hamlet of Kenwood.

Please do come visit us in Kenwood! We are open Thursday through Monday, 11am-5pm. No appointment is necessary - just stop by. The $10 tasting fee will be waived with any bottle purchase, while wine club members receive free year-round tasting in addition to their awesome wine club discounts. 
"
Marimar at The Barlow,http://marimarestate.com/club-marimar,http://www.facebook.com/MarimarEstate,https://twitter.com/marimartorres,,http://pinterest.com/marimarestate/,http://marimarestate.com/sites/default/files/roots_logo.png,http://www.marinatimes.com/wp-content/uploads/2014/02/Enjoy-Marimar-Torres-wines-at-The-Barlow1-640x330.jpg,"6780 McKinley Street, #130",Sebastopol,CA,95472,,707-823-9910,,,Yes,Yes,,http://www.marimarestate.com,barlowtr@marimarestate.com,10.00,No,11:00,18:00,,"Nestled in the rolling hills of western Sonoma County, Marimar Estate Vineyards & Winery specializes in limited-production Chardonnay and Pinot Noir, estate grown and estate bottled from organically farmed vineyards in the Russian River Valley and Sonoma Coast. VISIT OUR TASTING ROOM AT THE BARLOW IN SEBASTOPOL!
Open Daily — 11:00 a.m. to 6:00 p.m.
"
Marimar Estate,http://marimarestate.com/club-marimar,http://www.facebook.com/MarimarEstate,https://twitter.com/marimartorres,,http://pinterest.com/marimarestate/,http://marimarestate.com/sites/default/files/roots_logo.png,https://scontent-ord1-1.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/10505479_10152800200563380_2251963685895217149_n.jpg?oh=9d33451b5ec081d20d6e49d81d02471e&oe=567409A3,11400 Graton Road,Sebastopol,CA,95472,,707-823-4365,Yes,Yes,,Yes,,http://www.marimarestate.com,marimar@marimarestate.com,10.00,No,11:00,17:00,,"Nestled in the rolling hills of western Sonoma County, Marimar Estate Vineyards & Winery specializes in limited-production Chardonnay and Pinot Noir, estate grown and estate bottled from organically farmed vineyards in the Russian River Valley and Sonoma Coast.  Monday-Thursday — 11:00 a.m. to 4:00 p.m. Friday-Sunday — 11:00 a.m. to 5:00 p.m.

Traditional Tasting
5 wines (Reds & Whites) -- $10 per person
4 wines (Reds only) -- $15 per person
Tapas & Wine Pairing Experience includes: 5 wines & 4 tapas — $45 per person  (Reservations required for Tapas Sat - Sun, Walk-ins welcome Mon - Fri)

Tapas & Wine Pairing + VIP Tour — $55 per person
Tours available Mon — Fri, 11 a.m. or 2 p.m. by appointment only."
Martin Ray Winery,https://www.martinraywinery.com/wine-club,https://www.facebook.com/pages/Martin-Ray-Winery/416274445149,,http://instagram.com/martinraywinery,,http://www.martinraywinery.com/wp-content/uploads/2013/12/MR_LOGO_with_tower.jpg,https://scontent-ord1-1.xx.fbcdn.net/hphotos-xft1/v/t1.0-9/11813485_10155856581065150_3385903440498153230_n.jpg?oh=132990d1d6d0192799e4cc40bb3e3cbb&oe=567D1FA3,2191 Laguna Road,Santa Rosa,CA,95401,https://www.martinraywinery.com/tasting-room/reservations,707-823-2404,Yes,Yes,Yes,Yes,Yes,http://www.martinraywinery.com,tastingroom@martinraywinery.com,10.00,No,10:00,16:00,,"Martin Ray winery offers a unique and relaxed Sonoma County winery experience. Our tasting room offers beautifully crafted Chardonnays, Pinot noir and Cabernet Sauvignon. Our guest experiences are available daily from 10am – 5pm.  Enhance your winery experience by bringing a picnic lunch and enjoying our gardens and vineyard views after tasting.  Don’t have a lunch?  Call or email us 2 days in advance of your visit to order box lunches."
Martinelli Winery,,http://www.martinelliwinery.com/acquire/#,http://www.martinelliwinery.com/acquire/#,,,http://www.martinelliwinery.com/wp-content/uploads/2014/04/logo1.jpg,http://www.grapeoccasions.com/images/Martinelli-Winery.jpg,3360 River Road,Windsor,CA,95492,https://www.cellarpass.com/Martinelli-Winery-profile?w=1,707-525-0570,Yes,Yes,,,Yes,http://www.martinelliwinery.com,vinoinfo@martinelliwinery.com,10.00,No,10:00,17:00,,"Our unique tasting room and gift shop is situated in a historic turn-of-the-century hop barn. Come and taste our estate grown & produced wines in the scenic Russian River Valley.  Specializing in Chardonnay, Pinot Noir, Syrah & Zinfandel.  Open daily. 

Classic Tasting: The perfect introduction to Martinelli wines. Taste five of our estate-grown single variety blends. $10 per person, waived with purchase. Offered daily 10 a.m. to 5 p.m., no reservations needed.

Reserve Tasting: Taste six of our single-vineyard designate wines. $25 per person, waived with purchase. Offered daily 10 a.m. to 5 p.m., no reservations needed.

Library Tasting: Hosted in our Heritage Room by one of our wine educators, this seated, private tasting experience focuses on library vintages of Martinelli’s small production, single-vineyard designate wines. $50 per person. Offered three times daily: 10 a.m., 12:30 p.m. and 3 p.m. Reservations required.

Harvest Tour & Tasting: Our harvest experience includes an intimate tour of our vineyards and cellar during the most exciting time of the year. In addition to the tour, you will have the opportunity to taste six of our single-vineyard designate wines. Remember to wear comfortable shoes and plan 90-120 minutes for the experience. $35 per person. Offered twice daily: 10:30 a.m. and 1:30 p.m. Reservations required 48 hours in advance, and based upon availability.

Wine & Cheese Pairing: Join us for a private, seated wine and cheese pairing in the Heritage Room with one of our wine educators. We have hand-selected five wines from our cellar that pair beautifully with locally-sourced, artisan cheeses. $40 per person. Offered three times daily: 10 a.m., 12:30 p.m. and 3 p.m. Reservations required.

Picnic Lunch Tasting: Enjoy lunch and wine tasting at picnic tables nestled in the vineyard. One of our wine educators will present five Martinelli estate-grown wines while you enjoy a delicious boxed-lunch. Your choice of sandwich will be served with salad and cookie. $50 per person. Offered at 1 p.m. daily. Reservations required.

Private Tasting: For our mailing list customers and their guests this is a complimentary private tasting of select wines with a cheese and cracker plate and a tour of our historic hop barn.

If you are not on our mailing list, you may schedule a private tasting for $25 per person. "
Martorana Family Winery,http://www.martoranafamilywinery.com/Adrenaline-Club/Adrenaline-Club-Details,,,,,http://www.martoranafamilywinery.com/assets/images/logo.png,http://s3-media1.fl.yelpcdn.com/bphoto/pJqN_xk7yJbFWJ4q-r9MMw/l.jpg,5956 West Dry Creek Road,Healdsburg,CA,95448,,707-433-1909,,Yes,Yes,Yes,Yes,http://www.martoranafamilywinery.com,info@martoranafamilywinery.com,10.00,No,11:00,17:00,,"We are a small family winery that produces Chardonnay, Zinfandel, Merlot and Cabernet from 55 acres of organically farmed estate vineyards. Open daily. Estate Tasting, no reservation necessary for groups under 10.
*Winery & Vineyard Tour and Tasting, reservations required. 
*Savory Tasting, reservations required.
*Picnic Basket for 2 (includes wine), reservations required 24 hours in advance."
Matanzas Creek Winery,,http://www.facebook.com/matanzascreek,https://twitter.com/#!/matanzascreek,,,http://www.matanzascreek.com/images/common/logo.gif,https://scontent-ord1-1.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/293712_10150996710933788_1621544637_n.jpg?oh=1eb5be986b77899f892d665cf2519bc4&oe=563F37D6,6097 Bennett Valley Road,Santa Rosa,CA,95404,https://admin.vinovisit.com/widget/search?wineryID=7,707-528-6464,,Yes,Yes,Yes,Yes,http://www.matanzascreek.com,info@matanzascreek.com,10.00,No,10:00,16:30,,"The unique character and beauty of Matanzas Creek's winery, vineyards, lavender field and gardens have earned the Estate worldwide recognition as a premier California wine country destination.  We invite you to stroll the grounds, play a game of bocci or enjoy our picnic areas.  Open daily; closes early at 4.30pm Sunday thru Thursday.  Our Tasting Room is open daily from 10 a.m. to 4:30 p.m. and during non-peak season (October thru April, and June 26th, 27th.)    
May 2nd through September 26th (excluding June 26th & 27th)
The tasting room will remain open until 6:30 p.m. on Friday & Saturday evenings for guests to enjoy wine tastings, picnicking, bocce ball or just relax in the beauty of Matanzas Creek Winery. In addition, on select evenings we will have a local musician playing live music; check the website periodically for specific dates.

Wine Tasting at the Tasting Bar: $10 & $15 per person
Daily from 10:00 am to 4:30 pm
Taste 4 to 6 of our finest wines at our Tasting Room bar, hosted by one of our hospitality staff.
No appointment needed for up to 8 people.

Artisan Cheese & Wine Pairing: $25 per person 
Daily at 10:30 am to 3:30 pm
Exclusive access to limited production wines perfectly paired with local cheeses. This is a special opportunity to experience exceptional pairings with our limited release wines.
No appointment needed for up to 4 people.
Reservations request for groups of 5 or more.

Picnic tables are available for groups or private parties. Wine tasting with a group of friends or with someone special? Call us in advance and we'll reserve a private table and have a bottle of wine waiting for you. (Many have found our location to be ideal for a marriage proposal or sharing special news.) Give us a call, and we'll help you plan the perfect experience.

Estate Tour and Tasting: $25 per person
Daily at 10:30 am
This 60-minute tour highlights the hidden gem that makes Matanzas Creek Winery sparkle. Guests will learn what makes Bennett Valley a unique grape growing region, the winery's history and our wine making techniques. The tour includes a walk through our sprawling Estate gardens and famous lavender fields, a peak into the cellar and concludes with a formal wine tasting.

Private Tasting and Tours for Groups of 8 or more:
$15 - $40 per person
By Reservation only
We can accommodate groups larger than eight by appointment only. Group tasting options include indoor or outdoor-seated tastings, outdoor or indoor tasting bar, Estate Tour, wine and cheese pairings, and our picnic area.
Please book 48 hours in advance. Pre-payment is required."
Matrix Winery,http://matrixwinery.com/wine-club/join-club/,http://www.facebook.com/pages/Matrix-Winery/284055866134,https://twitter.com/matrixwinery,,,http://matrixwinery.com/wp-content/uploads/2015/02/matrixlogonew.png,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-Matrix_Winery-1-600x4500.jpg?itok=FFzC3UXG,3291 Westside Road,Healdsburg,CA,95448,,707-433-1911,,Yes,Yes,Yes,Yes,http://www.matrixwinery.com,info@matrixwinery.com,5.00,No,11:00,17:00,,"Matrix Winery is a small family-owned winery located on Westside Road which specializes in Pinot Noirs as well as Chardonnay, Petite Sirah, Primitivo, Sauvignon Blanc, and Zinfandel from the Russian River Valley. Ken Wilson started planting grapes in Sonoma in the ’80s and his vineyards are unexpected and diverse.  The diversity offers the winemakers of Matrix the gift to hand-select grapes from the estate vineyards – block by block and sometimes even row by row. Open daily."
Mauritson Wines,http://www.mauritsonwines.com/wineclubs.php,http://www.mauritsonwines.com/social_feeds.php,http://www.mauritsonwines.com/social_feeds.php,,,http://www.mauritsonwines.com/logo_index.jpg,http://www.wineroad.com/wp-content/uploads/wr-import/1292.jpg?c29a66,2859 Dry Creek Road,Healdsburg,CA,95448,https://admin2.vinovisit.com/widget/search?wineryID=179,707-431-0804,,Yes,Yes,Yes,Yes,http://www.mauritsonwines.com,info@mauritsonwines.com,10.00,No,10:00,17:00,,"Located in the beautiful Dry Creek Valley, Mauritson Family Winery offers small production and single vineyard estate wines from three distinct appellations: Dry Creek Valley, Alexander Valley, and Rockpile. Mission.  Our 140 years of grape growing heritage has provided the foundation for Mauritson Family Winery. We maximize the potential of the exceptional vineyards with which we are working and we facilitate the evolution of great wines.  Open daily."
Mayo Family Winery,http://www.mayofamilywinery.com/Club,https://www.facebook.com/mayofamilywinery,https://twitter.com/MayoFamilyWine,http://instagram.com/mayofamilywinery,http://www.pinterest.com/mayofamilywine/,http://jacklondonpark.com/media/photos/logo_mayo.jpg,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-20103-010-1-.jpg?itok=8NG2cIlP,13101 Arnold Drive,Glen Ellen,CA,95442,,707-938-9401,,,Yes,Yes,Yes,http://www.mayofamilywinery.com,info@mayofamilywinery.com,8.00,No,10:30,18:30,,"We believe single vineyard wines make for the most interesting and satisfying drinking. Since the early 1990's we've constantly looked for those vineyards that provide a great match between terroir and varietal. The result is an array of small batch, single-vineyard wines that meet our criteria. Whether the vineyard is in Sonoma or Napa, or our own estate, our pledge to you is that we will produce a collection of single-vineyard wines that are always interesting, always compelling and always delicious.  Open daily."
Mayo Reserve Room,http://www.mayofamilywinery.com/Club,https://www.facebook.com/mayofamilywinery,https://twitter.com/MayoFamilyWine,http://instagram.com/mayofamilywinery,http://www.pinterest.com/mayofamilywine/,http://jacklondonpark.com/media/photos/logo_mayo.jpg,http://media-cdn.tripadvisor.com/media/photo-s/05/74/4e/06/mayo-reserve-room-mayo.jpg,9200 Sonoma Highway 12,Kenwood,CA,95452,http://www.opentable.com/mayo-reserve-room-mayo-family-winery-reservations-kenwood?restref=57250&rtype=ism,707-833-5504,Yes,Yes,,,,http://www.mayofamilywinery.com,info@mayofamilywinery.com,40.00,Yes,10:30,18:30,,"The Reserve Room takes you on the ultimate wine country tasting journey unlike anything you've experienced in a wine tasting room before. Not only can you taste our reserve label wines, but you are taken on a food and wine adventure with Executive Chef, J. Clayton Lewis.  Open Thursday thru Monday."
Mazzocco Sonoma,http://www.mazzocco.com/system/resources/0000/0109/WineClubForm_FILLABLE.pdf,http://www.facebook.com/pages/Mazzocco-Sonoma-Winery/240442618320,http://twitter.com/mazzoccowinery,,,http://www.mazzocco.com/images/mazzocco_winery_logo.jpg,http://universalwinelovers.com/Resource/winery/images/winery/bigwMazzocco1.jpg,1400 Lytton Springs Road,Healdsburg,CA,95448,,707-433-3399,,Yes,Yes,Yes,Yes,http://www.mazzocco.com,vino@mazzocco.com,5.00,No,11:00,17:00,,"Mazzocco is all about enjoying wine and living the good life.  With our expansive patio and picnic area outside and our cozy lounge area inside, you get the chance to experience all that the wine country has to offer.  Mazzocco is a favorite destination for wine enthusiasts. Book our patio for a large tasting group* or just come and picnic with a few friends while discovering our amazing wines and rolling vineyards.  Winemaker Antoine Favero often hangs around the tasting room, so look for him when you are at the winery and get some firsthand secrets from the master.  Spend a memorable day in Dry Creek Valley by making Mazzocco one of your destinations.  Open daily. No reservation needed for groups less than 8 people. "
McEvoy Ranch,https://www.mcevoyranch.com/wine/mcevoy-ranch-wine-club.html,http://www.facebook.com/pages/McEvoy-Ranch/21041620749,http://twitter.com/McEvoyRanch,http://instagram.com/mcevoyranch,http://pinterest.com/mcevoyranch/,https://www.mcevoyranch.com/skin/frontend/base/default/images/logo-screen5.png,https://scontent-sjc2-1.xx.fbcdn.net/hphotos-xpt1/v/t1.0-9/11923235_10153500015925750_2776397723852785360_n.jpg?oh=2be98bb9ed134379efc5bada590012b9&oe=5636FA74,5935 Red Hill Road,Petaluma,CA,94952,,707-769-4100,Yes,Yes,,,,https://www.mcevoyranch.com,info@mcevoyranch.com,30.00,Yes,11:00,15:30,,"Discover and explore what distinguishes the Marin County terroir and our place in it. Learn about our unique ranch and its truly exceptional bounty through a tasting of our extra virgin olive oil, enjoyed with a sampling of local bites and a flight of our current wine releases. 
 
Wednesday - Saturday, By Appointment
(Complimentary for club members up to a party of four)"
Meadowcroft Wines at Cornerstone Sonoma,http://www.meadowcroftwines.com/wine-clubs,http://www.facebook.com/drinkmeadowcroftwines,https://twitter.com/meadowcroft,http://instagram.com/meadowcroft_wines,,http://www.meadowcroftwines.com/assets/images/logo-main.png,http://sonomapassport.com/wp-content/uploads/2014/07/Meadowcroft-Wines1.jpg,23574 Arnold Dr./Hwy. 121,Sonoma,CA,95476,https://admin.vinovisit.com/widget/search?wineryID=3399,707-934-4090,Yes,Yes,Yes,Yes,Yes,http://www.meadowcroftwines.com,info@meadowcroftwines.com,10.00,No,11:00,17:00,,"Meadowcroft Wines specializes in hand crafted, European style wines, produced from small family owned vineyards within Sonoma and Napa County. We feature a selection of local Zinfandel, Cabernet Sauvignon, Chardonnay, Riesling and more under four different labels; Meadowcroft (Reserve), Thomas Henry, Magito and Foyt.  Open daily."
Medlock Ames Tasting Room,http://www.medlockames.com/Club,http://www.facebook.com/medlockames,http://twitter.com/#!/MedlockAmes,http://instagram.com/medlockames/,,http://www.medlockames.com/assets/client/File/MedlockAmes.pdf,http://www.asla.org/2013awards/images/smallscale/440_05.jpg,3487 Alexander Valley Road,Healdsburg,CA,95448,https://admin.vinovisit.com/widget/search?wineryID=84&affiliate=medlockames.com,707-431-8845,Yes,Yes,Yes,Yes,Yes,http://www.medlockames.com,info@medlockames.com,15.00,No,10:00,16:30,,Join us in our Alexander Valley Tasting Room to taste our sustainably farmed and handcrafted wines paired with artisan cheeses from our favorite local creameries. Our flights typically include five wines and feature a mix of new releases and our Small Lot Collection wines. Tasting flights are $15 per person. We are pleased to offer complimentary tastings to our Wine Club Members and up to three guests. Advanced reservations required for parties of 6 or more. Open daily.
Meeker Vineyard,https://store.meekerwine.com/wine-club/,http://www.facebook.com/#%21/pages/The-Meeker-Vineyard/127760127272315,https://twitter.com/#%21/meekerwine,,,http://geyserville.com/wp-content/uploads/2013/06/meeker.png,http://meekerwine.com/sites/default/files/front-image.jpg,21035 Geyserville Avenue,Geyserville,CA,95441,,707-431-2148,,,,,,http://www.meekerwine.com,tastingroom@meekerwine.com,5.00,No,10:30,18:00,,"The Meeker Vineyard is a family-owned winery in Sonoma County, California. We've been rocking the blues and making big reds since 1977.  Open daily."
Mercury Geyserville,http://www.mercurywine.com/wine-clubs.html,http://www.facebook.com/mercurywine,http://www.twitter.com/#!/mercurywine,,,http://www.mercurywine.com/uploads/7/3/5/0/7350024/6167219.jpg,http://www.mercurywine.com/uploads/7/3/5/0/7350024/3726318.jpg?412,21015 Geyserville Avenue,Geyserville,CA,95441,,707-857-9870,,,Yes,,,http://www.mercurywine.com,info@mercurywine.com,,No,11:00,18:00,,"Enjoy small production wines in the best small town in Sonoma County, Geyserville!Mercury shares our tasting room with Ramazzotti Wines, so you have two amazing tastings under one roof!  Tasting Room is Open: Summer: April thru October 11am to 6pm.
Winter: November thru March 11am to 5pm
"
Merriam Vineyards,https://store.merriamvineyards.com/wine-club/,http://www.facebook.com/pages/Merriam-Vineyards/270929176849,,,,http://merriamvineyards.com/elements/img/mvcircle/MV-logo.jpg,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-53106_444122486849_2849781_o0.jpg?itok=eJHHfRKQ,11650 Los Amigos Road,Healdsburg,CA,95448,https://admin.vinovisit.com/widget/search?wineryID=3535,707-433-4032,,Yes,Yes,Yes,Yes,http://www.merriamvineyards.com,info@merriamvineyards.com,,No,10:00,17:00,,"Nestled in the warmest edge of the Russian River Valley, Merriam Vineyards invites guests to cross cultures while tasting California-crafted Bordeaux-style wines in a beautifully appointed tasting room designed with the comfort and warmth of a New England-style home. This new winery, representing an east meets west experience, lies in the hub of three major California appellations, Russian River Valley, Dry Creek Valley, and Alexander Valley, and is the gateway to Healdsburg's wine country. Come and enjoy Merriam Vineyard wines on the winery terrace overlooking the magnificent Russian River Valley.  Open daily.  Winter hours may apply. "
Merry Edwards Winery,,http://www.facebook.com/#!/merryedwards?ref=ts,,https://instagram.com/merry_edwards_winery,,http://fmassociates.biz/images/CaseStudies/MEW_logo.jpg,http://www.merryedwards.com/content/photos/merry-edwards-winery.jpg,2959 Gravenstein Hwy North,Sebastopol,CA,95472,,888-388-9050,,,,,,http://www.merryedwards.com,order@merryedwards.com,,No,9:30,16:30,,"One of California’s first woman winemakers, Merry Edwards is focused on producing Pinot Noirs with a sense of place from Russian River Valley and Sonoma Coast. Living her dream, she and her husband, Ken Coopersmith, now manage five estate vineyards. They maintain collaborative relationships with several other dedicated growers to supplement this estate production. Open daily, except on major holidays."
Michael Sullberg Wines,,https://www.facebook.com/pages/Michael-Sullberg-Wines/168199366573599?ref=hl,https://twitter.com/SullbergWines,,,http://www.michaelsullbergwines.com/images/winery-distribution.jpg,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xfp1/v/t1.0-9/525880_424183487641851_398244151_n.jpg?oh=1ee59416e9c4e04f82af4cc43bd27ca5&oe=56680A55,P.O. Box 1465,Healdsburg,CA,95448,,707-433-7710,,,,,,http://www.michaelsullbergwines.com,info@michaelsullbergwines.com,,Yes,,,,"Michael Sullberg Wines, a second generation labor of love, was founded with one goal in mind; to provide high quality, enjoyable wines at every day prices. Having spent decades in the wine industry including time heading up ""Vintage House Merchants, Lyeth Winery and The Negociants,"" Michael sullberg Wines is in the unique position to draw upon our founder's numerous contacts with growers throughout the state to acquire incredible fruit without the high price tag. Appointment only. "
Michel-Schlumberger Wine Estate,http://michelschlumberger.com/page?pageid=EF145446-AC7E-4B34-A503-6964100C9981,https://www.facebook.com/Michel.Schlumberger?ref=br_tf,https://twitter.com/M_Schlumberger,,,https://d3ld9xvy739xkc.cloudfront.net/winery/666/dd9e0b4d-1ccd-4c10-9f6a-af19706489e3.jpg,http://michelschlumberger.com/assets/client/Image/Banner_wineandfood.jpg,4155 Wine Creek Road,Healdsburg,CA,95448,http://www.cellarpass.com/michel-schlumberger-profile,800-447-3060,Yes,Yes,Yes,Yes,Yes,http://www.michelschlumberger.com,wine@michelschlumberger.com,10.00,Yes,11:00,17:00,,"Our culinary and hospitality team is unsurpassed and will ensure your visit will be memorable. Charcuterie plates offered daily. Wine and food pairings available Wednesday-Sunday.  Our Estate heritage is reflected in our guest experience. In addition to guided tastings in our spacious Tasting Salon, we encourage our guests to enjoy the property--sharing a bottle of wine out on the terrace, curling up by the fireplace, exploring our gardens and redwood grove, or just relaxing around the courtyard reflecting pool.  For those who want to explore the Estate further, we offer a tour of the vineyards in our motorized wagon. Up to seven guests are driven on a back roads tour, pausing to take in the unparalleled views. Stop for a moment next to lake Schlumberger while we challenge you to hear anything but the sounds of nature."
Mietz Cellars - Family Wineries Tasting Room,http://mietzcellars.com/Twiceayear.htm,http://facebook.com/familywineriesdrycreek,http://twitter.com/familywines,,,http://mietzcellars.com/images/labelsmall1.jpg,https://s-media-cache-ak0.pinimg.com/736x/04/7b/0a/047b0a7305499ee08ab3d22ad77eaefe.jpg,4791 Dry Creek Road Bldg 11,Healdsburg,CA,95448,,707-433-0100,,,Yes,Yes,Yes,http://mietzcellars.com,info@mietzcellars.com,10.00,No,10:30,16:30,,"Mietz Cellars is a small winery located just south of Healdsburg, California. It's owned and run by Keith and Nancy Mietz, and their son Andrew (pictured at right) has recently joined the business. Our approach to wine making lies in the axiom, “Wines are made in the vineyard.” We put this axiom to practice when we purchased an old, neglected vineyard in 1978. In working with the old vines we were able to absorb the nature of the terroir. This is the first and only cooperative tasting room in the Dry Creek Valley with six locally and family-owned wineries. Open daily (March thru December); open Thursday thru Monday (January and February)."
Mill Creek Vineyards,http://www.millcreekwinery.com/wineclub/,https://www.facebook.com/MillCreekWinery/timeline,,,,http://www.millcreekwinery.com/content/TradeGeneral/mclogo20061.jpg,http://www.millcreekwinery.com/content/GalleryImages/FullSize/winery-12.jpg,1401 Westside Road,Healdsburg,CA,95448,,707-431-2121,,Yes,Yes,Yes,Yes,http://www.millcreekwinery.com,bruce@millcreekwinery.com ,10.00,No,10:00,17:00,,"We are a small, family owned and operated winery located in the southern end of the Dry Creek Valley, Sonoma County. Three generations of the Kreck family have been involved in the winemaking process from the vineyards to the cellar and out into the marketplace. We invite you to try our award winning wines and experience a taste of why we have made this area our home.

The picturesque tasting room is complete with a working waterwheel. Our picnic areas offer expansive pastoral views of southern Dry Creek Valley. Tours of the winery are available by appointment between May and November. We do ask that you call and make arrangements in advance for groups larger than eight. Open daily."
MoniClaire Vineyards,http://www.moniclaire.com/wineclub/,,,,,http://image3.examiner.com/images/blog/EXID28249/images/MoniClaireLogo.jpg,http://www.moniclaire.com/images/vineyards1.jpg,1750 Lytton Springs Road,Healdsburg,CA,95448,,707-433-4320,,,,Yes,Yes,http://www.moniclairevineyards.com,info@moniclairevineyards.com ,15.00,Yes,,,,"My wife, Mary Beth and I planted our first chardonnay vineyard in 1986 in the Los Gatos hills, and soon after began experimenting with different varitals.  County. We strive to create hand crafted wines that express both the characteristics of our land, as well as our stylistic preferences. We hope that our wines accurately represent the unique flavors and attributes of the Dry Creek bench on which we live. If you enjoy our wines and plan on traveling to the beautiful Sonoma County Wine Region, please contact us to visit our property and sample the newest releases."
Montemaggiore,http://www.montemaggiore.com/Membership/Benefits-Rewards,https://www.facebook.com/MontemaggioreWine,,,,http://www.montemaggiore.com/assets/client/File/montemaggiore-logo-print.jpg,http://media-cdn.tripadvisor.com/media/photo-s/02/ba/47/df/azienda-agricola-giacomo.jpg,2355 West Dry Creek Road,Healdsburg,CA,95448,http://www.montemaggiore.com/Contact/Visit-Us/Portfolio-Tour-Tasting,707-433-9499,,Yes,Yes,Yes,,http://www.montemaggiore.com,info@montemaggiore.com,10.00,Yes,,,,"Perched in the mountains high above Healdsburg, Montemaggiore epitomizes the adage that ""the best wines come from vineyards with the best views."" Montemaggiore, which means great mountain in Italian, specializes in mountain-grown estate Syrah hand-crafted by owners Vincent and Lise Ciolino—Vincent is the organic and biodynamic winegrower, while Lise makes the wines—together they produce elegant, distinctive wines worthy of your table and your cellar."
Moondance Cellars Tasting Room,http://moondancecellars.com/wine-club,https://www.facebook.com/MoondanceCellars,,,,http://www.winecountrythisweek.com/sites/default/files/biz_logos/moondance%20(4).jpeg,http://s3-media3.fl.yelpcdn.com/bphoto/ct4iAe5AWCKaN6ZnC_aQbw/o.jpg,4901 Blank Road,Sebastopol,CA,95472,,707-823-0880,,,Yes,Yes,Yes,http://www.moondancecellars.com,info@moondancecellars.com,5.00,Yes,10:00,17:00,,"One of Sonoma County's boutique winery treasures, Moondance Cellars produces award- winning, limited production Cabernet Sauvignon, Merlot, Pinot Noir, and Zinfandel, hand-crafted from grapes of the Napa, Sonoma, Russian River, and Dry Creek Valleys. Moondance Cellars also produces small-lot white wines, made from grapes of the Russian River and Dry Creek Valleys, under the Orchard Station Winery label.  Open Thursday thru Monday."
